Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
lmer	pop	Pgm_T5	Schmidt	F	RE	0.852000672755502	0.0633583863441739
lmer	pop	Pgm_T5	Schmidt	F	UM	0.942915122560423	0.0609634460819434
lmer	pop	Pgm_T5	Schmidt	F	VA	0.773993466369548	0.0572101349042372
lmer	pop	Pgm_T5	Schmidt	F	YE	0.749630600584888	0.0529145429196872
lmer	pop	Pgm_T6	Schmidt	F	AK	0.400378663873798	0.0657967545885566
lmer	pop	Pgm_T6	Schmidt	F	GI	0.389222584188213	0.0820433411660662
lmer	pop	Pgm_T6	Schmidt	F	KA	0.582347317381849	0.0675060458453144
lmer	pop	Pgm_T6	Schmidt	F	MA	0.615344763485736	0.0677388902435312
lmer	pop	Pgm_T6	Schmidt	F	MU	0.491470622257008	0.0658586061103959
lmer	pop	Pgm_T6	Schmidt	F	RE	0.518898685961967	0.0792114548886648
lmer	pop	Pgm_T6	Schmidt	F	UM	0.759001067981273	0.0761209370320332
lmer	pop	Pgm_T6	Schmidt	F	VA	0.613282036621733	0.0714133322317694
lmer	pop	Pgm_T6	Schmidt	F	YE	0.544028051237301	0.0661192670109177
lmer	pop	Pgm_Total	Schmidt	F	AK	0.567290828229163	0.0370344634884604
lmer	pop	Pgm_Total	Schmidt	F	GI	0.53667466932985	0.0461246264371544
lmer	pop	Pgm_Total	Schmidt	F	KA	0.639460364805565	0.03799655782025
lmer	pop	Pgm_Total	Schmidt	F	MA	0.681680394064715	0.0380998185059646
lmer	pop	Pgm_Total	Schmidt	F	MU	0.609829272072708	0.0370614470386477
lmer	pop	Pgm_Total	Schmidt	F	RE	0.636591449960431	0.044513826988343
lmer	pop	Pgm_Total	Schmidt	F	UM	0.745802880477712	0.0428274084444205
lmer	pop	Pgm_Total	Schmidt	F	VA	0.606103525383823	0.0401898342410298
lmer	pop	Pgm_Total	Schmidt	F	YE	0.616637527082989	0.037174871103766
