Model	Predictor	Trait	Lab	Sex	Population	Estimate	SE
lmer	pop	Pgm_T4	Gibert	F	AK	0.508297773862147	0.0159990036559388
lmer	pop	Pgm_T4	Gibert	F	GI	0.498313744820343	0.0170143648985503
lmer	pop	Pgm_T4	Gibert	F	KA	0.457826021730338	0.0163115870516754
lmer	pop	Pgm_T4	Gibert	F	MA	0.503868517637156	0.0155806523012043
lmer	pop	Pgm_T4	Gibert	F	MU	0.51995950943661	0.0167768876321849
lmer	pop	Pgm_T4	Gibert	F	RE	0.444082229347371	0.0168713205562393
lmer	pop	Pgm_T4	Gibert	F	UM	0.509068500599977	0.0153918607394486
lmer	pop	Pgm_T4	Gibert	F	VA	0.489938562088602	0.0196675717418668
lmer	pop	Pgm_T4	Gibert	F	YE	0.521139215963916	0.0153323344101369
lmer	pop	Pgm_T5	Gibert	F	AK	0.61988917501087	0.019160884181224
lmer	pop	Pgm_T5	Gibert	F	GI	0.573252994715761	0.0204066774114546
lmer	pop	Pgm_T5	Gibert	F	KA	0.578275167605783	0.0195448294671848
lmer	pop	Pgm_T5	Gibert	F	MA	0.655310652444527	0.018633195670008
lmer	pop	Pgm_T5	Gibert	F	MU	0.646401085517292	0.0200619794427126
lmer	pop	Pgm_T5	Gibert	F	RE	0.579516973444292	0.0202406743086431
lmer	pop	Pgm_T5	Gibert	F	UM	0.610666915699143	0.0184534592044968
lmer	pop	Pgm_T5	Gibert	F	VA	0.608517760735062	0.0235915826518612
lmer	pop	Pgm_T5	Gibert	F	YE	0.621096937352126	0.0182797966537718
lmer	pop	Pgm_T6	Gibert	F	AK	0.762908346351113	0.0408002843649936
lmer	pop	Pgm_T6	Gibert	F	GI	0.748613000963057	0.0435157716250726
lmer	pop	Pgm_T6	Gibert	F	KA	0.902553464410507	0.0416385485566544
lmer	pop	Pgm_T6	Gibert	F	MA	0.851368886494683	0.0396118671479334
lmer	pop	Pgm_T6	Gibert	F	MU	0.833334410427606	0.0426645045735585
lmer	pop	Pgm_T6	Gibert	F	RE	0.817919108182592	0.0431725390494121
lmer	pop	Pgm_T6	Gibert	F	UM	0.825471127135014	0.039337500593394
lmer	pop	Pgm_T6	Gibert	F	VA	0.838704606757775	0.0503079584747581
lmer	pop	Pgm_T6	Gibert	F	YE	0.777919735044327	0.03872085805889
lmer	pop	Pgm_Total	Gibert	F	AK	0.623755605041829	0.0180020490199328
lmer	pop	Pgm_Total	Gibert	F	GI	0.597906733016624	0.0191840856163024
lmer	pop	Pgm_Total	Gibert	F	KA	0.623442982042556	0.018366575434625
lmer	pop	Pgm_Total	Gibert	F	MA	0.652687855442599	0.0174947635458873
lmer	pop	Pgm_Total	Gibert	F	MU	0.650261510219533	0.0188380584330202
lmer	pop	Pgm_Total	Gibert	F	RE	0.607611050247788	0.0190300650805506
lmer	pop	Pgm_Total	Gibert	F	UM	0.63936354006913	0.0173453469178398
lmer	pop	Pgm_Total	Gibert	F	VA	0.63820509596756	0.0221785654376388
lmer	pop	Pgm_Total	Gibert	F	YE	0.632882459619545	0.0171383247655055
lmer	pop	Pgm_T4	Schmidt	F	AK	0.49458698400199	0.0247836614035511
lmer	pop	Pgm_T4	Schmidt	F	GI	0.463511737587851	0.0282164780122507
lmer	pop	Pgm_T4	Schmidt	F	KA	0.514251581948923	0.0257992751542057
lmer	pop	Pgm_T4	Schmidt	F	MA	0.56094123642593	0.0239128170202509
lmer	pop	Pgm_T4	Schmidt	F	MU	0.50349507538283	0.025829569082662
lmer	pop	Pgm_T4	Schmidt	F	RE	0.4951167615002	0.0284061384852307
lmer	pop	Pgm_T4	Schmidt	F	UM	0.556934004790256	0.0262266674510175
lmer	pop	Pgm_T4	Schmidt	F	VA	0.427996409357228	0.0316526677345591
lmer	pop	Pgm_T4	Schmidt	F	YE	0.509744693924908	0.0234017104005025
lmer	pop	Pgm_T5	Schmidt	F	AK	0.754703512714935	0.0601439158266537
lmer	pop	Pgm_T5	Schmidt	F	GI	0.690332700234546	0.0683719713235055
lmer	pop	Pgm_T5	Schmidt	F	KA	0.808310096808315	0.0626169609257384
lmer	pop	Pgm_T5	Schmidt	F	MA	0.863828500896831	0.0579597784748817
lmer	pop	Pgm_T5	Schmidt	F	MU	0.809590843999219	0.062658934267818
lmer	pop	Pgm_T5	Schmidt	F	RE	0.810610084284124	0.0686370413863099
lmer	pop	Pgm_T5	Schmidt	F	UM	0.963838801205408	0.0636075940623958
lmer	pop	Pgm_T5	Schmidt	F	VA	0.876794888535915	0.0767882289563084
lmer	pop	Pgm_T5	Schmidt	F	YE	0.760470794631948	0.0566562799416965
lmer	pop	Pgm_T6	Schmidt	F	AK	0.408000415361868	0.0744612454184365
lmer	pop	Pgm_T6	Schmidt	F	GI	0.421309475549108	0.084702482184621
lmer	pop	Pgm_T6	Schmidt	F	KA	0.596682594081083	0.0775185340367698
lmer	pop	Pgm_T6	Schmidt	F	MA	0.644232080376996	0.0717958253667877
lmer	pop	Pgm_T6	Schmidt	F	MU	0.550133113059782	0.0775872279585727
lmer	pop	Pgm_T6	Schmidt	F	RE	0.508565763452275	0.0851346617814583
lmer	pop	Pgm_T6	Schmidt	F	UM	0.764034158090265	0.0787698549588147
lmer	pop	Pgm_T6	Schmidt	F	VA	0.720709832439763	0.0950809305399188
lmer	pop	Pgm_T6	Schmidt	F	YE	0.549353312649433	0.0702141595086192
lmer	pop	Pgm_Total	Schmidt	F	AK	0.576594296550531	0.0423748456512288
lmer	pop	Pgm_Total	Schmidt	F	GI	0.550385762848417	0.0481730377071483
lmer	pop	Pgm_Total	Schmidt	F	KA	0.648212858681871	0.0441171615409765
lmer	pop	Pgm_Total	Schmidt	F	MA	0.695897876182391	0.0408367583449033
lmer	pop	Pgm_Total	Schmidt	F	MU	0.637769732546284	0.0441470574026525
lmer	pop	Pgm_Total	Schmidt	F	RE	0.618029119121904	0.0483618115363857
lmer	pop	Pgm_Total	Schmidt	F	UM	0.754993562018929	0.0448156025420836
lmer	pop	Pgm_Total	Schmidt	F	VA	0.676174932595873	0.0541019735903826
lmer	pop	Pgm_Total	Schmidt	F	YE	0.623155939407201	0.0399189696645742
