"Population","Line","CCRT_F","CCRT_M","CSM_F","CSM_M","DT_A_F","DT_A_M","DT_P_NA","Dia_F","DW_F","DW_M","Fec_F","HSM_F","HSM_M","LS_F","LS_M","LA_Activity_B","LA_CircPhase_B","LA_NDlog2_B","LA_Period_B","Pgm_T4_F","Pgm_T5_F","Pgm_T6_F","Pgm_Total_F","SR_F","SR_M","TL_F","TL_M","Via_NA","WA_L_F","WA_L_M","WA_R_F","WA_R_M"
"YE","YE40",1766.91464323841,1696.54210683341,1.1166133817174,1.32578928313351,224.393430746293,228.058715395175,124.973245975657,0.634193478335141,0.429704872451746,0.254007943875591,103.579877022478,303.872582067728,224.432445943417,50.9110418080695,46.8496289624586,38.2376408665359,12.7982211821897,0.119851777584943,24.0882260327892,0.468831632889389,0.669523655731974,0.715714192167848,0.621211333949391,81.1228145602108,60.1197791938617,1006.82567039396,850.45001180367,0.919108002445,2862.85900381127,2503.95782843418,2865.09497286965,2504.62353433265
"YE","YE41",1491.78172046838,1676.06351267445,1.43800609425131,1.22338443416264,225.207664282124,230.679803868054,131.109245975657,1.72508622901013,0.437028992092963,0.253426002951593,45.3755920803684,368.700513535311,305.514921862007,41.6602499999978,48.125448553736,31.7736408665359,12.8502211821897,-0.0121482224150573,24.1322260327892,0.419693429411337,0.42651851614233,0.392344697184336,0.431212951574073,77.7216402155586,56.2581279766241,1005.65519204711,NA,0.742200778077938,2809.55773490863,2451.12739362899,2813.69024684525,2450.48598974928
"YE","YE48",1833.33028917966,1720.08069009705,1.09477951549238,1.13524512632668,228.068872893086,235.236743843677,131.524245975657,1.01214370695184,0.405817859320386,0.241783889369173,66.1158029558072,335.419119086895,330.561298710155,49.2663623362166,44.7060357743048,29.9406408665359,12.9062211821897,0.0608517775849427,24.1022260327892,0.519086953594662,0.67775008653781,0.827117724467205,0.67628173609678,74.5183315036472,60.6368031680302,980.877612421791,858.676011803671,0.893931180182207,2791.59322600241,2392.65765383861,2797.81401350916,2393.04118913068
"YE","YE49",1823.43572422907,1752.56224110619,1.15948669642718,1.21242037848057,223.713849654596,229.462921667821,132.729245975657,2.09937786726826,0.435544555089403,0.254096562908594,34.8446984711255,394.390513535311,357.552921862007,44.2912499999978,49.290448553736,22.6616408665359,12.7792211821897,0.420851777584943,24.1122260327892,0.448772992942429,0.604419545236944,0.640006972011062,0.564475717801527,81.8277332244294,58.3093916756854,962.596759970064,850.954011803671,0.903291391131101,2796.06923997792,2411.88107661947,2799.22594335385,2415.67764264343
"YE","YE51",1950.52410951098,1764.2306230983,1.22210749393197,1.18953284675342,220.069182220333,223.302843579245,136.591245975657,2.25456539714671,0.454769586822354,0.254182560586411,53.2997526676784,353.344705845769,290.418710233093,47.660355035883,43.7958387661161,34.2466408665359,12.7582211821897,0.125851777584943,24.0742260327892,0.443093356827942,0.462447327623642,0.35475788359112,0.441511662099202,78.6756512929043,51.8748869007802,995.028492215875,861.504011803671,0.801513740159438,2762.41466737675,2387.92614384824,2758.8675920831,2392.85242264879
"YE","YE69",1695.8387615598,1654.89751267445,1.38727452932075,1.26574376498757,226.495625957972,232.296987470687,133.617245975657,0.9331177836751,0.463854100732357,0.275758809163891,52.0268906768414,364.461372790413,342.985199918531,46.5723034375289,47.1222771850766,30.6226408665359,12.8032211821897,-0.142148222415057,24.0972260327892,0.395953820002125,0.487511965390801,0.546156969736504,0.487006294864941,87.2989742781568,61.5909999115157,987.629192047112,NA,0.893566185998678,2838.62495753115,2452.09510880707,2839.70019292856,2453.02895559585
"YE","YE80",1507.93501156512,1596.56520062278,1.18947751093681,1.05028045085855,225.609926331938,228.725896657624,138.574245975657,0.975823357782252,0.499131664873158,0.275678670989203,70.2258907824274,353.547936418721,294.420223732975,49.9966695621243,50.7807652648142,29.5256408665359,12.8452211821897,-0.279148222415057,24.0812260327892,0.511234849841654,0.743882254742154,0.759786286804232,0.660682157711087,88.0633085914828,66.9085991125139,992.07997131386,848.351011803671,0.836873633963096,2821.21273393255,2445.55587014889,2824.83738943545,2445.44073525988
"RE","RE1",1557.2695867736,1383.1964399229,1.04227951261149,0.961952300457047,228.35960296573,231.553706840296,NA,NA,0.490778744967212,0.27386622635502,47.5752846834033,NA,NA,40.185312499999,42.2394999999995,NA,NA,NA,NA,0.533219789119109,0.536401836516613,0.640159740109091,0.574750530186205,86.0864614614261,62.757462103515,973.375523481935,868.159887852681,0.880979848461568,2923.69308606063,2515.54353030041,2920.93234106564,2519.46596258975
"RE","RE10",1547.91072572481,1481.7231136425,1.07451028553534,1.09578905642275,236.03612343177,238.764387570387,145.986759066547,1.43253470155542,0.46774783967967,0.28119150181345,63.7498582365944,274.507551628405,250.490748332734,44.7975283108458,51.5361439476758,45.2199607804769,12.8896611916698,-0.124066483001173,24.122129046714,0.445595408209165,0.476906717717807,0.595405308035824,0.517386612474544,84.4240037680891,64.2112809703278,1008.18291142109,866.08888785268,1.02228764916777,2960.79315992091,2546.26288826159,2963.02389842927,2549.42867623888
"RE","RE11",1634.01790093312,1546.89299036521,1.13581142642209,1.0272604203422,240.657345842944,243.795780310527,143.449759066547,1.26095575434613,0.464840559102127,0.264238394281642,90.2841712560901,370.114990641548,299.777487095392,45.624771344382,53.6987742882408,40.1029607804768,12.9486611916698,-0.294066483001173,24.080129046714,0.544487561195474,0.780594652273438,0.86925274961728,0.710211605750065,87.1393868753622,67.0589832555381,1006.05639612431,878.39888785268,1.00357571165328,2904.70687630574,2530.92744536378,2905.85560023539,2529.90250101721
"RE","RE12",1565.84493199621,1539.49580501103,1.17964705154241,1.05653218725313,229.285506915929,232.316573487884,121.365759066547,1.11915628566105,0.488717127611337,0.256184960600555,29.3638769577273,341.947172799479,259.816010425002,44.3304815770329,54.049279054222,NA,NA,NA,NA,0.497226941930664,0.686806595453207,0.844914559288248,0.669195725469464,99.4011328749462,69.2179132857774,966.204673336973,828.49788785268,0.852924199749745,2895.47750659221,2539.81082097035,2898.27829327226,2541.05120686833
"RE","RE13",1591.33086123492,1572.86742686497,1.18398314942505,1.0236076910615,244.739532212431,244.39212307179,149.263759066547,1.45784064114665,0.519517171596926,0.296454076775873,49.6447451882821,346.084230689191,278.572964752594,48.3709855882522,50.9747992742266,NA,NA,NA,NA,0.392823943765704,0.670497540900449,0.815072677746129,0.624768381298967,98.9290684307355,73.6603437024499,984.381812915622,828.18088785268,0.932280656046124,2893.39447192199,2483.85930514877,2890.64123396423,2482.64706783259
"RE","RE15",1779.34307951713,1607.0903542133,1.2057719712253,1.05006829794813,228.066076222728,234.962865722481,119.823759066547,0.297426679503849,0.448644515919355,0.256639268353425,50.7931175414358,303.179336435771,235.574939062175,47.6097319858932,55.8163313164547,NA,NA,NA,NA,0.411621229127068,0.466410141716243,0.450509921955366,0.465400330067562,83.5694145953234,64.0950946246341,997.870224971119,858.27988785268,0.98638297713007,2888.16515992091,2497.79188826159,2886.28589842927,2500.70867623888
"RE","RE16",1459.59037860132,1620.19524493269,1.19337145858479,0.972235023511186,230.190814431612,233.751343326414,138.868759066547,1.47826116320458,0.49627277513289,0.268536278307331,95.9863301625299,308.638199615992,286.007725861531,44.2401238648267,46.6187769283182,NA,NA,NA,NA,0.440085550689206,0.633300784030727,0.728924225076666,0.581656240713632,108.098007468944,74.5992249386056,1004.26302558925,855.25188785268,1.00722700191587,2906.72134579131,2521.47703782645,2908.79009010869,2519.3406458619
"RE","RE17",1637.07818749818,1602.43698885377,1.03340302689088,0.85950636567307,239.972706734397,245.667444683221,163.450759066547,0.93931733483876,0.466313614899586,0.262355065546152,52.8118219502698,362.545264554165,337.907091201384,42.4415182870405,45.0068246470537,NA,NA,NA,NA,0.447648459876071,0.562037792916741,0.6403078217087,0.565446606928448,88.1604151114754,62.0833595582688,986.518404411362,847.50888785268,0.892470411499869,2920.88904667201,2533.21672511379,2913.60103321557,2539.67330788645
"RE","RE18",1362.15735982626,1564.1373494874,1.31866001657172,1.07688630344735,231.585158454712,233.265157704956,133.157759066547,1.63964149416229,0.478932756104777,0.251834364591442,50.9370961406259,378.394139763796,313.640787930105,44.2835043183625,46.7743124428223,NA,NA,NA,NA,0.421342323873605,0.697909557856823,0.796683044497397,0.636952042804464,91.7413405207179,59.8448328456447,1030.86130069354,NA,0.963725580617794,2926.67681445658,2559.80375134008,2925.42879623909,2561.38820680934
"RE","RE2",1438.88808622088,1548.44401366952,1.14296901076422,0.962739434872457,238.024586261068,243.638903309112,130.949759066547,1.65772258371716,0.543800937291188,0.305501131902096,68.143705465598,371.887800977765,313.345110420757,46.2494248765376,42.7222203224224,36.2169607804769,12.8916611916698,-0.0710664830011733,24.074129046714,0.494709995018525,0.796765164274717,0.838936764208432,0.685767830034367,93.5743094294294,68.3182754458002,1030.89333422044,876.57188785268,0.970065252624351,2990.51086685628,2617.17494846808,2993.85014963074,2622.60010919022
"RE","RE3",1595.5605650129,1536.67336327359,1.16809933384637,1.15699812014004,247.486291847731,252.565810713371,121.699759066547,2.22261570772185,0.490892438622747,0.267737936935225,35.8917970155307,327.929608495228,235.688312984155,40.3733673124426,43.8624931378393,24.4779607804769,12.8766611916698,-0.637066483001173,24.075129046714,0.399250954221244,0.413029897701762,0.386415823167882,0.42269185660661,95.0008089992023,65.2768555147433,1004.15019102902,867.75088785268,0.83924136367005,2877.02612765651,2494.96448762804,2888.57252363788,2508.56606693575
"RE","RE4",1456.81096006531,1591.55081689903,1.21797709831411,0.932099984019559,228.778883875859,234.154692709074,128.687759066547,1.45758568111526,0.475878010846674,0.256245193273429,49.5424876231764,369.432451983263,316.009760625646,45.2812805871896,50.2104134397834,43.5709607804769,12.8966611916698,-0.221066483001173,24.103129046714,0.442991118391165,0.521430952466091,0.63318014033428,0.538457951479494,84.689190680012,58.2154532920201,1058.92230069354,NA,0.924509601873957,2965.64330327662,2544.58557738961,2988.37650582032,2549.04251319499
"RE","RE5",1448.18504901793,1541.78511062335,1.16917808872652,0.982330835427611,236.334105274871,236.232471866886,134.200759066547,2.19985728983807,0.456398435382626,0.257619200149273,72.7223717619174,368.162378254276,362.662720601567,52.375824059362,53.4882206954165,NA,NA,NA,NA,0.443267295675053,0.525405458138226,0.652067932819907,0.538339149148677,82.6381357161543,59.8069664521678,1026.21530069354,NA,0.920374149761761,2921.30278279305,2519.64765738875,2927.69465787191,2522.64211140532
"RE","RE6",1597.55373974191,1455.61868639378,1.0116016044637,0.982587569915306,245.323346591386,248.269448606606,149.908759066547,1.17647262471524,0.479901431091368,0.262743708229303,72.1519684607582,383.613440397853,343.511093529778,46.9127504224037,46.4423424958063,45.5719607804769,12.9316611916698,-0.0960664830011733,24.180129046714,0.426765466429244,0.625229197619861,0.80477174889843,0.602405978140392,85.4409777575281,60.4233610121916,1015.79509959266,882.05088785268,0.853236884239785,2981.89462663341,2589.09115385509,2982.44011416342,2598.63269144843
"RE","RE7",1362.66648718847,1504.66970552889,1.13916803434497,0.97502052717437,245.555636079786,248.69744042623,121.772759066547,1.95152492976986,0.491675471581769,0.296186296381682,74.6244160960043,377.532337694904,342.615509099947,41.8203362193644,48.6028371902494,41.4469607804769,12.9036611916698,-0.212066483001173,24.133129046714,0.509873497973234,0.687983451938644,0.665474072925653,0.617659072162606,115.819881671453,77.5670404161506,1006.8491729015,861.385887852681,0.913381493421477,3016.90765552078,2602.35473056933,3020.34438767306,2603.87193457286
"RE","RE8",1422.75319840646,1500.4177920161,1.20310487684981,1.00006457289093,249.279918597792,253.767486678964,126.456759066547,1.59668755240998,0.464523901895646,0.275542077470415,91.6964876231764,372.285932678605,253.760929377006,42.3828298758805,42.9425286965962,43.8639607804769,12.8836611916698,-0.145066483001173,24.106129046714,0.412375185967752,0.552611415432687,0.884951150517774,0.615669481852724,84.0022589377174,60.3885984135842,NA,NA,0.889575055556637,2938.78407174857,2555.14647580237,2942.14544348493,2557.41587141251
"RE","RE9",1442.17133407269,1571.35416911579,1.02704804257026,0.745767654452672,NA,NA,NA,NA,NA,NA,NA,378.623198249797,353.694001357534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GI","GI1",1491.17504109548,1721.77805433748,1.02800473689821,1.12562500116592,238.076260975778,248.175737932353,161.518391647101,-0.352621524941814,0.480501827335478,0.26914856957862,51.3856259869448,346.224608879087,296.472207957319,43.6777543155816,46.7530448223766,43.6768793402698,13.2608347895871,-0.148829654220643,23.6037208206014,0.401010016525296,0.448086898025802,0.358597653957245,0.428759681263569,87.2845882828052,59.8923925253138,982.823302157129,837.061048980858,0.966587812521176,2868.76948687605,2455.91687525397,2870.56074338216,2462.7065407747
"GI","GI10",1542.48921857967,1822.37142549354,1.01409912992943,0.801203273530634,231.973870009,238.393799662041,137.669391647101,1.54021842727071,0.460564784388924,0.263339629958438,65.6064478803702,367.132983164395,295.547212522035,48.2164223606084,50.9538677707047,NA,NA,NA,NA,0.481021383586458,0.436336970239289,0.388039186142176,0.463001229883176,93.6056981320892,67.772963981076,1031.56165556869,NA,0.999441525465768,2854.62088184701,2484.94957194489,2857.33961226208,2487.28254173276
"GI","GI11",1413.39105026995,1612.62315657837,1.18411666501833,0.987897653467734,232.214431158676,239.990007414825,137.396391647101,0.816280458707704,0.420807745296199,0.24697359108038,50.4140913834565,348.97772462827,287.089452394908,48.4973310605016,46.1766553692331,NA,NA,NA,NA,0.435414823266894,0.502245551032521,0.544341393073713,0.51592751903691,88.8931261735683,53.850348870672,963.149352901812,843.708890698068,0.935390074558413,2853.06460482315,2501.17084383104,2850.84545404086,2499.87569120035
"GI","GI12",1423.80733389369,1656.08677836599,1.19395327698284,1.23765493270046,236.813335092618,243.88116653929,137.480391647101,1.56964361584894,0.427946351188845,0.237573864460961,38.7478171653472,324.481747538325,263.693348279024,50.7011890452623,44.6567246616379,NA,NA,NA,NA,0.431314995037341,0.533943241406338,0.608633264195083,0.516528894088999,68.6341779887239,57.9994828017659,1005.99165556869,NA,0.808459877726434,2731.71930188499,2413.9637931167,2736.65560053908,2413.82920642411
"GI","GI13",1432.49507502561,1760.54622562522,1.24178662542541,0.956455832320917,232.037838218029,245.96213361817,143.532391647101,1.54181912764791,0.457703309560848,0.255943532627278,51.0907453276465,349.104359859811,267.438378899894,52.6418547409367,58.5073678434441,NA,NA,NA,NA,0.49506047326675,0.577270472000269,0.576330413182875,0.561073255207762,83.445503100418,54.925236314404,1032.42765556869,NA,0.915980980604402,2855.48430188499,2491.0417931167,2859.20760053908,2493.95720642411
"GI","GI14",1275.46486890285,1700.0802254859,1.09201496818162,1.00495263397645,234.478248021035,244.129268626061,156.168391647101,0.0228239755895855,0.493732274534322,0.279058120808816,69.3926611268351,282.02255604659,268.966832523094,51.2903718191256,50.3173846729503,NA,NA,NA,NA,0.407841339049887,0.449555468136957,0.480370304906801,0.448351960210381,109.931974285045,69.9753659161596,993.767007478144,837.783890698068,0.760841299183941,2901.30468391015,2539.74609005465,2900.33873428931,2536.69472941511
"GI","GI15",1527.7813145968,1817.44989717657,1.2670798087408,1.18574668911981,230.677407044526,236.036650201527,139.766391647101,1.08344025300682,0.44388776935129,0.259798026438222,57.9408730253332,340.451926792426,274.924888094055,54.1381890452623,53.0887246616379,NA,NA,NA,NA,0.458804318415094,0.717710397367364,0.844303585246169,0.658043020551857,99.9092681885295,64.9077356298493,997.066910621862,823.900890698068,0.854713358528034,2876.65430188499,2518.4647931167,2886.18460053908,2522.26420642411
"GI","GI2",1486.62536098093,1837.52539611093,1.2477204999974,1.16883271645401,225.210728812703,228.821763926605,127.316391647101,1.97621974814354,0.436363005145237,0.255974496482702,56.2968806230006,349.275084065224,298.84104076762,50.2247620074057,48.6286910557252,25.5658793402698,13.2108347895871,-0.059829654220643,23.6207208206014,0.456340745419702,0.601969697656955,0.650496008042236,0.56470070174069,91.8811269296174,62.3714139528956,967.665774376744,810.311782881499,0.918619802352536,2841.11923838476,2459.03596257949,2844.74758723163,2463.2318524764
"GI","GI3",1432.70995677406,1661.87551403758,1.08848754453391,1.09912832856299,226.819204503731,233.455347230912,140.115391647101,2.09529788994541,0.440749718596184,0.259177843627768,54.5560111728631,349.518690715478,306.347550128899,49.2835352376055,48.7107868413244,33.5298793402698,13.2238347895871,-0.290829654220643,23.6297208206014,0.355966012618992,0.45730201200878,0.451610850356166,0.442967526136207,83.1451269766915,60.7297911827878,966.894911500788,824.855206221315,1.00199512779486,2764.68689597039,2409.04741371282,2771.69420745207,2408.4179787032
"GI","GI4",1841.0655044929,1916.60397435897,1.13070264593529,0.986013062474413,226.636020796305,231.219041880168,NA,1.12124860129652,0.440288323901994,0.240461241293223,65.0519837053513,323.9327886094,254.004507129131,44.0780523354515,44.283460096444,31.6848793402698,13.2058347895871,-0.594829654220643,23.5957208206014,0.382269605573477,0.435573080615706,0.604539928688854,0.466761817177793,93.0165686026969,60.2764849647733,969.743560716487,832.662471285426,0.81933373155052,2794.92026534018,2450.88733640245,2794.92510885368,2450.268493848
"GI","GI5",1474.26047280117,1732.52996616145,1.29404509740505,0.959708391111201,224.429741095571,229.338065544827,127.904391647101,-0.639790557627631,0.469940675324754,0.272951848638428,58.0152274224757,303.237357240975,236.620755979846,43.4405484274166,38.422297165605,39.3628793402698,13.3258347895871,-0.162829654220643,23.6037208206014,0.421394221760108,0.682010729653332,0.842343165078852,0.645467151135817,96.4777678432889,64.8031721911185,990.108545681719,820.956471285426,0.807344821112987,2886.50282039515,2487.10825984513,2884.21724442021,2484.23104510762
"GI","GI6",1431.42186890285,1751.4462254859,0.812866470703709,1.00653636740124,238.316834985011,243.896744002138,NA,1.33221144568362,0.47607771494308,0.254721695063173,57.2630637019841,337.20155604659,298.284832523094,56.5679749034305,54.5379627842754,35.0978793402698,13.1578347895871,-0.329829654220643,23.5537208206014,0.433541024899739,0.579609394725191,0.902575877195701,0.635567690239968,86.5927612548057,62.7673123796268,956.316557216417,844.111890698068,0.936866701977334,2759.22402148523,2481.88023797504,2762.95399087997,2482.81663191435
"GI","GI7",1551.6929103976,1837.94712178736,1.03305105472583,0.771126912527401,230.041641039136,238.862797684449,156.168391647101,2.28057635971572,0.451132655376027,0.27020653786709,65.6697686834909,345.361694315349,307.425215297876,48.5195259085199,51.681054997023,31.1758793402698,13.1388347895871,-0.777829654220643,23.6097208206014,0.468669807106194,0.556406750439471,0.712144640170336,0.570843217977819,86.2029029765354,65.7122659897062,1030.51665556869,NA,0.968720682329941,2627.62548011101,2463.0517931167,2641.23599859173,2463.54520642411
"GI","GI8",1530.92830711993,1756.34828676047,1.10789612760389,1.0716340497092,229.908558186171,237.320593627286,141.192391647101,0.793667367407826,0.448351176153109,0.259305207374295,78.0648492918064,315.176071277102,264.808919682276,49.2788115535548,46.7578893442997,38.6768793402698,13.2768347895871,-0.175829654220643,23.5857208206014,0.444368422986556,0.528935454400719,0.453752764312843,0.493513425455632,88.6820211809928,70.9082737025707,994.188851803195,834.706890698068,0.943874957777684,2680.09815236337,2471.05639925055,2697.75932678608,2473.10045534173
"GI","GI9",1771.70267426771,1871.23582192726,1.15428294454184,1.13600283476504,231.509926524283,239.603321228955,119.263391647101,2.29529712833382,0.483237090135483,0.262189292403732,79.3781062309488,312.356430696272,255.068666871663,50.5834679515508,59.1776791331634,29.5318793402698,13.2128347895871,-0.328829654220643,23.5937208206014,0.445615120950266,0.55932144309023,0.577623800820467,0.527176437406517,100.59395815062,75.0630570306629,966.324813605254,821.559890698068,0.911244844421682,2704.86050993932,2455.52046831445,2712.37922050522,2453.17860312376
"MU","MU1",1338.81444038914,1564.61954203633,1.19599726516783,0.994418396386383,231.128822198652,234.422392102719,140.853903143323,2.05738393763703,0.422839901106369,0.268338910781932,64.512535947766,319.350183689092,338.501662915081,48.9268711254503,56.2864185650741,11.8923745822011,12.28281588645,NA,23.7744884863856,0.528345618579238,0.727893443349681,0.761073968383936,0.66215086132365,91.1703454281974,77.0924723039297,947.194563545323,811.920498377413,1.04286032873547,2849.31934143602,2493.48988796978,2853.1830907839,2505.93872232488
"MU","MU10",1740.59925527439,1678.67076207118,1.21207824890203,1.1709686688952,239.745804546318,247.265480939288,130.569903143323,2.17309083874202,0.416903720309524,0.246710061724906,75.806808931763,380.40425927106,343.016475606411,48.6901686050611,54.5226793863121,29.5483745822011,12.26481588645,0.269470860879359,23.8344884863856,0.428484144756922,0.611394995189826,0.63875335988341,0.559651126957896,85.8241418589873,61.4866935395341,995.161444470153,NA,1.08369444437328,2872.81812768557,2483.85272690125,2872.33250708693,2484.02788648609
