Model	Trait	Lab	Sex	Population	Estimate	SE
lmer_pop	DT_A	Schmidt	F	RE	230.049501202107	5.29901899698525
lmer_pop	DT_A	Schmidt	F	UM	222.181768669487	5.16776623019018
lmer_pop	DT_A	Schmidt	F	VA	245.627440427769	4.58675437999236
lmer_pop	DT_A	Schmidt	F	YE	222.365070758441	4.58136650387528
lmer_pop	DT_A	StamenkovicRadak	F	AK	237.623492060479	4.73423631609403
lmer_pop	DT_A	StamenkovicRadak	F	GI	245.089214475701	5.31841979734625
lmer_pop	DT_A	StamenkovicRadak	F	KA	229.150624243191	4.66562761693036
lmer_pop	DT_A	StamenkovicRadak	F	MA	246.25045094022	4.69288306461054
lmer_pop	DT_A	StamenkovicRadak	F	MU	237.559167174749	4.66620979465235
lmer_pop	DT_A	StamenkovicRadak	F	RE	255.34660736894	4.97584815200482
lmer_pop	DT_A	StamenkovicRadak	F	UM	252.917281099897	4.81613163306888
lmer_pop	DT_A	StamenkovicRadak	F	VA	251.781293633076	4.74952217830084
lmer_pop	DT_A	StamenkovicRadak	F	YE	240.080127993044	4.69157981333909
lmer_pop	DT_A	Zwaan	F	AK	220.748109521818	2.21334260322363
lmer_pop	DT_A	Zwaan	F	GI	224.866710024662	2.33597400887303
lmer_pop	DT_A	Zwaan	F	KA	223.319533528131	2.21631659000158
lmer_pop	DT_A	Zwaan	F	MA	224.219555233662	2.21562663728836
lmer_pop	DT_A	Zwaan	F	MU	222.125835942283	2.22850758811977
lmer_pop	DT_A	Zwaan	F	RE	226.260937696387	2.30159018967305
lmer_pop	DT_A	Zwaan	F	UM	222.349039971495	2.2510149482941
lmer_pop	DT_A	Zwaan	F	VA	224.948254600444	2.22086640560502
lmer_pop	DT_A	Zwaan	F	YE	221.280318449722	2.24840264921677
lmer_pop	DT_A	Gibert	M	AK	226.515493890296	1.41195550933656
lmer_pop	DT_A	Gibert	M	GI	231.876047085808	1.63429818986877
lmer_pop	DT_A	Gibert	M	KA	227.223228484017	1.436762839739
lmer_pop	DT_A	Gibert	M	MA	225.300171467552	1.44463859187033
lmer_pop	DT_A	Gibert	M	MU	227.801149420762	1.43439079889546
lmer_pop	DT_A	Gibert	M	RE	228.583625311801	1.58344318467683
lmer_pop	DT_A	Gibert	M	UM	229.772919606056	1.50131979494818
lmer_pop	DT_A	Gibert	M	VA	228.383219187411	1.44105338219312
lmer_pop	DT_A	Gibert	M	YE	223.520357672466	1.46352215575833
lmer_pop	DT_A	Grath	M	AK	317.567231623559	2.34857763986971
lmer_pop	DT_A	Grath	M	MU	312.147552080406	2.3603981443496
lmer_pop	DT_A	Grath	M	RE	324.29769540054	4.41221911838911
lmer_pop	DT_A	Hoedjes	M	AK	238.685276437438	1.46609730476229
lmer_pop	DT_A	Hoedjes	M	GI	244.646647046426	1.65577742986142
lmer_pop	DT_A	Hoedjes	M	KA	236.152772388059	1.47010742001559
lmer_pop	DT_A	Hoedjes	M	MA	239.367430914031	1.46470857548182
lmer_pop	DT_A	Hoedjes	M	MU	236.531419346157	1.46635704516179
lmer_pop	DT_A	Hoedjes	M	RE	244.438420585831	1.66690568716202
lmer_pop	DT_A	Hoedjes	M	UM	237.762350725575	1.5679333311587
lmer_pop	DT_A	Hoedjes	M	VA	235.826133989734	1.47291742133907
lmer_pop	DT_A	Hoedjes	M	YE	239.204243776033	1.50215181994364
lmer_pop	DT_A	Schmidt	M	AK	226.013051632149	4.74292060612289
lmer_pop	DT_A	Schmidt	M	GI	243.117151392088	6.59798772465849
lmer_pop	DT_A	Schmidt	M	KA	219.913391418933	4.87565233347963
lmer_pop	DT_A	Schmidt	M	MA	228.74115057674	4.9309281103527
lmer_pop	DT_A	Schmidt	M	MU	226.71635454097	4.8713672246529
lmer_pop	DT_A	Schmidt	M	RE	231.650874977275	5.63585838033497
lmer_pop	DT_A	Schmidt	M	UM	229.104731025366	5.46401878747216
lmer_pop	DT_A	Schmidt	M	VA	250.048470632707	4.93178621252681
lmer_pop	DT_A	Schmidt	M	YE	225.937511617278	4.86102686382905
lmer_pop	DT_A	StamenkovicRadak	M	AK	242.718169286812	4.58376783296878
lmer_pop	DT_A	StamenkovicRadak	M	GI	251.723726144218	5.16386914249467
lmer_pop	DT_A	StamenkovicRadak	M	KA	234.825028241898	4.51899394073669
lmer_pop	DT_A	StamenkovicRadak	M	MA	250.467647671241	4.53810112386912
lmer_pop	DT_A	StamenkovicRadak	M	MU	244.123921625587	4.51785281100245
lmer_pop	DT_A	StamenkovicRadak	M	RE	259.635467175213	4.82328231904859
lmer_pop	DT_A	StamenkovicRadak	M	UM	257.08296797908	4.67797527083758
lmer_pop	DT_A	StamenkovicRadak	M	VA	259.384128060136	4.59878785745869
lmer_pop	DT_A	StamenkovicRadak	M	YE	246.042737890178	4.54368218964585
lmer_pop	DT_A	Zwaan	M	AK	225.735763868416	2.48771558229559
lmer_pop	DT_A	Zwaan	M	GI	229.333454684426	2.61538978350189
lmer_pop	DT_A	Zwaan	M	KA	226.968875095229	2.48515807551067
lmer_pop	DT_A	Zwaan	M	MA	227.755386916341	2.49077834985106
lmer_pop	DT_A	Zwaan	M	MU	225.545155453146	2.49642660303521
lmer_pop	DT_A	Zwaan	M	RE	229.915357211673	2.5828567819678
lmer_pop	DT_A	Zwaan	M	UM	225.065255696331	2.52408105338951
lmer_pop	DT_A	Zwaan	M	VA	227.789304417646	2.49502342433896
lmer_pop	DT_A	Zwaan	M	YE	223.11414383452	2.52239893876865
